video_id,transcript,description_text,video_gen_description,keywords,embedding_confidence
40948094-53da-4205-b3b0-e62794bc0597,,"Your feed may be full of trends that feel like they were picked just for you — but according to etymologist Adam Aleksic it’s not in your best interest. In his TED Talk, he explains how social media algorithms push out content that people show interest in, like Labubus or Dubai chocolate, turning it into a phenomenon and then benefiting from it monetarily. He explains that this pattern not only misrepresents reality, but makes it harder to distinguish between a real trend and an artificially inflated one.",,"['ted talk', 'adam aleksic', 'etymologist', 'social media algorithms', 'content recommendations', 'trends', 'labubus', 'dubai chocolate', 'phenomenon', 'monetarily', 'misrepresents reality', 'artificially inflated trend', 'distinguish real trends']",medium
d0ae095c-79df-4e5e-a91b-3df3b98bfa96," write down a list of the people who are your village, those people that you love and adore and cannot imagine living without and make sure you put yourself on that list. Self-care is super important. It's not selfish as it has been traditionally looked at. So write down your own name at the top and then all the people that you love. After that spend a little minute thinking of that list and giving yourself a mark out of 10 for how you're performing against every individual on that list. So at the end of like three minutes you've got a list of people  you love in a door and how you're performing against that list. Now if you have anyone seven out of ten or below, they're the people you need to work on straight away and I'd simply say write them a text message. I love you, I miss you, see you soon, kiss hug, kiss hug and just send it and let's see what sort of response you have. When I do in the corporate world or in schools or in sports clubs, people get phoned up, people say what's this all about? There's swear words, there's lots of messages saying I love you too. It's a whole variety  of responses but it just starts a conversation outside of banter. It's a conversation of gravity and that might start something or connect you with someone which gets you a little bit deeper. It doesn't mean we turn every conversation into a deep and meaningful and we don't burst into tears every five minutes but it just allows people to know that you love them and you're there for them and it starts that building of emotional muscle and mental fitness.","Just one text can make a big difference, says mental health advocate @GusWorland. In this quick guide, he offers an exercise to help you reflect on how much you invest in your relationships. For anyone who could use a little extra love, he suggests sending a simple message to remind them you care — you never know how much they might need it. Visit the link in our bio to watch Worland’s full talk about his mission to prevent people from suffering in silence. #WorldMentalHealthDay","A mental fitness advocate discusses the importance of self-care and expressing love to others. He encourages viewers to list important people in their lives and rate their relationships. The scene transitions between him speaking passionately, writing on paper, and sending a heartfelt message on a phone. The focus is on fostering connections and meaningful conversations.","['self-care', 'mental health', 'mental fitness', 'gus worland', 'mental fitness advocate', 'write a list', 'my village', 'relationships', 'rate out of 10', 'text message', 'i love you', 'i miss you', 'meaningful conversation', 'corporate world', 'world mental health day']",high
aed668ba-fa78-4874-9d9a-e207b5371453," There are a lot of people, especially in my own generation, that are not only science illiterate, but internet fact checking illiterate. There are a lot of fake news out there, like NASA just proved the sun is fake. There are a lot of people who think they're getting it from credible sources. So what do you think we can do to solve that? What I usually  What I want to do is take two sources that both seem pretty convincing. And tell people to see which one is fake and which one is real. Which one would you believe?","There is more misinformation online than ever before — but  Sean the Science Kid has some ideas on how to improve media literacy. In this episode of ReThinking with Adam Grant, Sean and his mother, Eunice, explore how to spot credible sources, his strategies for breaking down complex science and Eunice’s techniques for keeping him humble. Listen wherever you get your podcasts.","A conversation features Sean, a young STEM educator, discussing the importance of combating misinformation. He shares insights on how to identify credible sources and the challenges of discerning fact from fiction. Adam Grant, the host, engages with Sean, highlighting the significance of media literacy in today's world. The dialogue emphasizes the need for critical thinking and awareness regarding the information consumed.","['misinformation', 'media literacy', 'fake news', 'credible sources', 'fact checking', 'science illiterate', 'internet fact checking', 'nasa', 'podcast interview', 'rethinking', 'adam grant', 'sean the science kid', 'stem educator', 'critical thinking', 'spot credible sources']",high
c18b352a-973b-4960-ac76-27f3439641aa," Not all resilience is created equal. There are two kinds of resilience. True resilience and toxic resilience. The key is to know the difference. True resilience is your innate biological ability to adapt, recover, and grow in the face of life's challenges. True resilience honors your human limitations, your biological need for rest and recovery and your boundaries.  True resilience leans into the idea of self-compassion, whereas toxic resilience is a mind-over-matter mindset. It's productivity at all costs. Our modern hustle culture is built on the idea of toxic resilience, not true resilience.","If you feel the need to keep hustling no matter the cost, you might be caught in a cycle of toxic resilience, says physician Aditi Nerurkar. Here’s how she says you can recognize the different types of resilience — and honor your limitations with self compassion in the face of life’s challenges.","Aditi Nerurkar, a physician and author, discusses themes of resilience, self-compassion, and the importance of adapting to human limitations. She emphasizes the need for recovery and a mindset that prioritizes mental well-being over societal pressures. The setting is a cozy indoor space, with a neutral background and books visible, creating an inviting atmosphere for her message.","['true resilience', 'toxic resilience', 'self-compassion', 'hustle culture', 'rest and recovery', 'human limitations', 'boundaries', 'mind over matter', 'productivity at all costs', 'adapt recover grow', 'mental well-being', 'aditi nerurkar', 'physician', 'author', 'cozy indoor setting']",high
06292de5-ba65-4305-8467-ecef6eb2d62b," For those of you who are not familiar with what a dead mall is, it's basically a shopping mall that has fallen into hard times. So it's either has few shops and fewer shoppers, or it's abandoned and crumbling into ruin. And at first the comments were like, oh my God, that's the mall for my childhood. What happened? And then I would get comments from people who were like, there's a dead mall in my town. You should come and film it. Some were open, some were abandoned.  kind of always hard to get into the ones that were abandoned, but I somehow always found a way in.","Take an eerie yet fascinating tour inside of one of America’s dead malls (maybe even one from your childhood). In his TED Talk, filmmaker Dan Bell explores what these ruins reveal about consumer culture and creativity.","The scene depicts an abandoned shopping mall, showcasing dilapidated escalators, broken tiles, and remnants of stores. A sign for a JCPenney outlet is visible, indicating the mall's former vibrancy. The interior features empty spaces with scattered debris, dim lighting, and mannequins dressed in outdated clothing. The atmosphere conveys a sense of nostalgia and decay, highlighting the contrast between its past and present state.","['dead mall', 'shopping mall', 'abandoned mall', 'ruins', 'consumer culture', 'ted talk', 'dan bell', 'filmmaker', 'escalators', 'debris', 'dim lighting', 'mannequins', 'jcpenney outlet', 'abandoned stores', 'childhood nostalgia']",high
69168e88-711f-4f4e-a34e-d4abfcfb4fc5," Fusion, which is the same reaction that powers the sun, has so much potential. It is clean, it is limitless, it is safe if we can make it work, if we can make fusion energy work. And when we can build those fusion power plants of the future, what that means is unlimited energy for mankind. And this will completely change a paradigm of how we use energy today.  Instead of always worrying about having to turn off the lights when you leave the room, you no longer have to think about that anymore. And that's just the tip of the iceberg. Because if energy is unlimited, what we can do with it is also unlimited, right? Every country will have energy independence, right? Hopefully one less reason for war. We can raise standards of living worldwide because we know standards of living are directly correlated to access to energy.  energy usage and then there's all kinds of creative ways we can use energy for as well carbon capture at scale to combat climate change de-salination of seawater we can enable new technologies like vertical farming all kinds of different AI quantum computing and so if we can make fusion work this will change the world as we know it","Imagine never having to worry about turning off the lights when you leave the room or unplugging appliances when you don’t use them. According to physicist Tammy Ma, this future — and limitless energy — is a very real possibility thanks to fusion. In her TED Talk, she explains how scientists used a giant laser to recreate the same process that powers the Sun via fusion ignition. In the future this same process could be used to develop a power plant that could one day power the world with unlimited, clean energy.","A fusion physicist discusses the potential of fusion energy to change the world. She emphasizes its safety and the promise of unlimited energy. The conversation touches on concerns about energy and the importance of carbon capture technologies. The setting is modern, with wooden beams and large windows, creating a bright and open atmosphere.","['fusion energy', 'fusion', 'sun', 'limitless energy', 'clean energy', 'fusion ignition', 'giant laser', 'fusion power plants', 'energy independence', 'carbon capture', 'climate change', 'desalination', 'vertical farming', 'ai', 'quantum computing']",high
ab2a85fd-d507-4894-9f41-82eb00929f93," As human beings we tend to be overconfident in the quality of our thoughts, particularly when it comes to diagnosing our own problems. My investors don't get it. My Gen Z employees are entitled. My dog is mad at me. Let's find out if you're right. The thing that's going to help you out most today is your own curiosity. So turn that original diagnosis. My Gen Z employees are entitled into a question rather than a statement. What's going on with my Gen Z employees?  Sometimes just a single brave conversation can reveal an entirely new structure to your problem. Instead of your Gen Z employees being entitled, for example, you might discover it's you who feels entitled to burn them out and pay them less than what they're worth. Simply because that was the broken work contract that you put up with at their age. Whatever it is you learned today, you're going to be closer to understanding what's really getting in the way of the relationship or the organization or the life you want. The most effective leaders we know  solve problems in an accelerated pace while also taking responsibility for the success and the well-being of their customers and employees and shareholders. They move fast and fix things.","Feel like it takes forever to solve big problems at work? Leadership visionary and Fixable podcast co-host Anne Morriss shares a radical, one-week plan that can help you build trust *and* fix problems at work or in life. “Most of our problems deserve a more urgent response,” she says.","A speaker in a blue blazer engages the audience with insights on problem-solving at work. She emphasizes the importance of questioning assumptions and taking responsibility for challenges. Her animated gestures and expressions convey enthusiasm as she shares strategies for personal and organizational growth. The audience appears attentive, reflecting interest in her message about learning and adapting to achieve desired outcomes.","['problem-solving', 'leadership', 'curiosity', 'overconfidence', 'gen z employees', 'investors', 'brave conversation', 'burnout', 'workplace trust', 'fixable podcast', 'anne morriss', 'one-week plan', 'customers employees shareholders', 'move fast fix things', 'public speaking']",high
a050457d-f80f-459c-b196-2d8a57ab2a1c," When we experience a setback, our brains undergo a dopamine dip. We think of a dopamine dip as a negative thing. But dopamine is a plasticity-inducing, which means it contributes to our mental flexibility and our resilience. There are four phases of the setback cycle. The first phase is establish. Establishing you're in a setback, not as intuitive as one may think. Some of us float unconsciously.  into our own setbacks without even realizing it or because we choose to ignore it. How many people do you know who stayed in our relationship for too long or stayed in a job too long? Phase two of the setback cycle is embrace. This is the hardest phase because this piece requires us to get uncomfortable. And as a society, we have been conditioned to avoid discomfort.  Phase three of the setback cycle is explore. The best thing you can do in the explore phase is cultivate your community. If you think your community isn't that big, think again. There will always be people who make you feel like you need to prove your value. But if you listen to your community, if you listen to the good things people say about you, you will gain the confidence you need to move.  to the final phase of the setback cycle. Phase four, emerge.","Setbacks are almost guaranteed in life — so what’s the best way to recover? According to leadership coach Amy Shoenthal (@amysho) it starts with accepting you’re in one in the first place. In her @tedxfoggybottom talk, she explains how setbacks are an opportunity to flex your problem solving skills — and can open up the door for reinvention. “When things are going well, we’re not necessarily considering how we might improve, how we could do things better,” she says. “But the aftermath of a setback is when we come up with our best ideas.” Visit the link in @TED’s bio to learn more about the 4 phrases of what she calls the “setback cycle” — and her practical tips for navigating it.","A leadership coach discusses the phases of personal and professional development. She emphasizes the importance of establishing oneself and reflects on common career questions, such as staying in a job too long. The speaker engages the audience with expressive gestures and a confident demeanor, highlighting the exploration phase of growth and the impact of others' perceptions on one's journey.","['setbacks', 'dopamine dip', 'dopamine', 'mental flexibility', 'resilience', 'setback cycle', 'establish phase', 'embrace phase', 'explore phase', 'emerge phase', 'leadership coach', 'amy shoenthal', 'tedx foggy bottom', 'problem solving skills', 'reinvention']",high
d6602182-d1c9-40e3-b3e5-763956f4e6d9,,"Give yourself a chance to explore what makes you uncomfortable, because you never know what might happen, says MSCHF founder Gabe Whaley. In his TED Talk, he shares his art collective’s philosophy of leaning into the absurd — like an ATM that publicly shares your balance or absurdly large red boots — and details how playful experiments may be exactly what you need to embrace.",,"['gabe whaley', 'mschf', 'ted talk', 'art collective', 'leaning into absurd', 'playful experiments', 'uncomfortable', 'atm', 'publicly shares balance', 'large red boots', 'philosophy', 'embrace']",medium
cba784a3-35fa-45e3-a706-76625d0097d5," In some ways, conspiracy theorists are similar to scientists. They want to explain the patterns they see in the world. And they want to share those explanations with others. And they'll put a lot of effort into doing so. They'll usually have a mountain of scientific looking data and papers ready to argue their point. The key difference, though, is that science frequently requires that we update our beliefs about the world, rather than just double down on them. One of the most popular conspiracy  Theories currently is the idea of chemtrails. This is the false claim that aeroplane vapor trails are actually a deliberate attempt to drug populations or control the weather with chemicals. It's actually pretty straightforward to explain where vapor trails come from. Detendons produce water vapor in their exhaust. When this hot vapor hits the very cold air outside, it freezes, creating a streak of tiny ice crystals in the sky. So why do claims like this persist? It's partly down to trust. Unless you want to brush up on thermodynamics or...  by a jet engine. At some point you're going to have to take someone's word that this is how the science works. Then there's that crucial element, the need for an explanation beyond simple coincidence. This matters because increasingly we have to navigate a world that most of us struggle to fully understand. For climate and health to finance and AI, there often isn't a simple intuitive logic behind what we're seeing. We're going to have to close this gap between knowing what is happening and wanting to know  why it's happening. That means finding better ways to trust the things we can't explain and better ways to explain the things that we don't trust.","If you’ve ever found yourself unable to trust something you don’t understand, you’re not alone — you’re just human. In his TEDx Talk, mathematician and TED Fellow Adam Kucharski explores the science of uncertainty and breaks down our very human need for explanation — the instinct that shapes trust in science, fear of technology and belief in conspiracy theories. “In this changing world, we are going to have to close this gap between knowing what is happening and wanting to know why it’s happening,” he says.","A speaker discusses the similarities between conspiracy theorists and scientists, emphasizing the importance of updating scientific understanding. He addresses misconceptions about airplane vapor trails and explains that jet engines produce water vapor. The talk touches on the complexity of various issues, from climate change to finance, highlighting the need for deeper explanations rather than simple coincidences.","['conspiracy theorists', 'scientists', 'science', 'trust', 'uncertainty', 'conspiracy theories', 'chemtrails', 'airplane vapor trails', 'jet engine', 'water vapor', 'ice crystals', 'thermodynamics', 'climate', 'finance', 'ai']",high
e45e886f-1d9e-4848-ad49-2d78c794d8df,,"We’re obsessed with finding the answers right away, says scientist and storyteller Harini Bhat — but what if there’s more power in chasing the answers we don’t know? In her TED Talk, she shares how she built her popular channel, “Today I Learned Science,” by following her curiosities — researching, highlighting and championing the untold mysteries of science and experts working on the world’s most interesting problems. And in the process, she learned that hot takes and instant answers are less fulfilling than diving deep into what makes the world work.",,"['harini bhat', 'scientist', 'storyteller', 'ted talk', 'today i learned science', 'curiosities', 'researching', 'untold mysteries', 'mysteries of science', 'experts', 'interesting problems', 'hot takes', 'instant answers', 'diving deep', 'how the world works']",medium
e3022f41-8d91-46b4-92f1-51a077e11fb2," gardening is my graffiti. I grow my art. I beautify lines, parkways. I use the garden to soil like it's a piece of cloth in the plants and the trees. That's my embellishment for that cloth. I live in a food desert. So me and my group, L.A. Greengrounds, we got together and we started planting my food for us. Fruit trees, you know, the whole knife. I have witnessed my garden become a tool for the education, a tool for the transformation of my neighborhood.  to change the community, you have to change the composition of the soil. We are the soil. I want us all to become evolutionary, renegades, gangsters, gangster gardener. When I'm talking about it's putting people to work and getting kids off the street and letting them know the joy, the pride, and the honor and growing your own food.","Ever heard of a “food desert”? That term is used to describe neighborhoods where people can’t easily purchase nutritious and affordable food. But gardener Ron Finley believes teaching people how to grow their own food is one way to change that. In his talk, he explains how planting vegetable gardens in unexpected places can offer residents sustainable options that can transform communities *and* lives. “Plus, you get strawberries,” he says.","The video showcases a community gardening initiative led by Ron Finley, emphasizing the transformative power of gardening. It features scenes of individuals planting and nurturing various plants, highlighting teamwork and community involvement. Ron speaks passionately about gardening as a form of expression and its role in education and neighborhood transformation. The visuals include diverse groups of people, including children, actively participating in gardening activities, promoting a sense of unity and purpose.","['community gardening', 'food desert', 'ron finley', 'la greengrounds', 'grow your own food', 'fruit trees', 'vegetable gardens', 'strawberries', 'soil', 'neighborhood transformation', 'education tool', 'kids off the street', 'gangster gardener', 'planting', 'urban garden']",high
ae536d13-8105-460e-9120-d39ed994570c," can be really imitate what nature does in terms of muscles. So we've started building robots such as like fish robots. One of them is called Sophie and Sophie is able to go on the ocean, swim by itself, look around, film, other fish, film marine life and do all of this while moving with muscles. And particularly if you want to go.  and discover nature and explore nature and spy on nature. We need to be able to use something like a muscle. This is a small version of Sophie. We came up with this completely soft and deformable system where we have a little bit of a brain and an infrastructure in the front. But mostly what makes this thing unique is that we can make this completely soft tail. It has all these cavities in the inside. And it allows it to be pressurized. And when you pressurize this, then the tail  can just swim like a real fish. And this really helps us to explore the ocean in a different way than we could do it before.","These unique robots are designed to move like real fish. Built with artificial muscles and a flexible tail, these soft-bodied bots can swim silently through the ocean — capturing footage of sea creatures and navigating complex environments. They are the creation of TEDFellow and engineer Robert Katzschmann who is on a quest to dive deeper into the undiscovered parts of the natural world. “I believe we have to rethink every machine ever invented from a holistic perspective,” he says. “Let’s reimagine machines to take on forms we have never thought of before and discover places we have never been.”","A roboticist discusses innovations in robotics, showcasing a soft robotic model named Sophie. He emphasizes the need to mimic nature for advancements, demonstrating the robot's flexible design and functionalities. The scene alternates between his explanations and visuals of underwater life, highlighting the importance of observing nature. The roboticist illustrates how the robot's tail can mimic swimming motions, emphasizing its design features and potential applications.","['soft robot', 'fish robot', 'sophie', 'artificial muscles', 'flexible tail', 'soft-bodied', 'underwater footage', 'marine life', 'ocean exploration', 'roboticist', 'robert katzschmann', 'pressurized cavities', 'biomimicry', 'silent swimming', 'ted fellow']",high
b3d2a176-6534-430b-b794-6202b5accfee," Are we at risk of losing what makes us most human? AI is changing how we work and create. It's helping us solve complex problems in ecology, urban planning, and medicine. From diagnosing disease to detecting forest fires, AI is giving us a new view of our planet and ourselves. We are the first human beings to ever experience this.  So, let's co-create with AI. If we want a world that preserves and enhances the best parts of being human, we need a wide range of voices and disciplines present in the process of making AI. AI should preserve and enhance the best parts of being human. But first, we must imagine new possibilities and new narratives for our future together.","Will AI rob us of our creativity? AI collaborator K Allado-McDowell thinks it’ll do the opposite. They believe cultivating a relationship with AI will allow us to create vast new worlds and systems where anything is possible. “AI should preserve and enhance the best parts of being human,” Allado-McDowell explains. “But first, we must imagine new possibilities and new narratives for our future together.”","A speaker discusses the impact of AI on humanity, questioning if we risk losing our essence. They emphasize AI's role in transforming work and creativity, and how it offers new perspectives on our planet and ourselves. The speaker advocates for a future where AI enhances human qualities, suggesting that a diverse range of voices is essential for preserving what it means to be human. They encourage imagining new possibilities for coexistence with technology.","['artificial intelligence', 'creativity', 'co-create with ai', 'humanity', 'work and create', 'ecology', 'urban planning', 'medicine', 'diagnosing disease', 'detecting forest fires', 'new narratives', 'new possibilities', 'diverse voices', 'k allado-mcdowell', 'ai collaborator']",high
c9c42328-dc4c-426c-8846-a5653d42c053," The truth is we often harm and disrespect the ones we love. Abuse sneaks up on us disguised in unhealthy love. Not only can understanding unhealthy signs help you avoid the rabbit hole that leads to unhealthy love, but understanding and practicing the art of being healthy can improve nearly every aspect of your life. I'm completely convinced that while love is an instinct and an emotion, the ability to love better is a skill we can all build and improve on over time.","Can we improve our ability to love better over time? Yes! But it starts by understanding the difference between healthy and unhealthy relationships, says relationship expert Katie Hood. ""Understanding is the first step to improving,"" she says. ""While you can't make every unhealthy relationship healthy ... you can do your part every day to do relationships better. "" But how? Well, one way is by examining your current partnerships — with romantic partners, family and friends. And if you notice any volatility, jealousy or negative behaviors, it may be a sign of unhealthy love. Want to know the 5 signs that it's time to change a relationship, or leave it altogether? Go to ted.com and search ""Katie Hood"" to learn more about the signs of healthy and unhealthy love. 

#relationships #emotionalhealth #healthyboundaries #relationshipadvice #mentalhealthtips #boundaries #relationshiptools #tedtalk #unhealthylove #lovelanguage #healthylove #relationshipexpert #selflove #romanticlove","A speaker discusses the differences between healthy and unhealthy love during a TED Talk. She emphasizes the importance of recognizing unhealthy signs and the skills needed for healthy relationships. The speaker passionately engages the audience, sharing insights on love as both an instinct and a skill. Visual elements include the TED logo and a vibrant stage setting, enhancing the message of the talk.","['healthy love', 'unhealthy love', 'healthy relationships', 'unhealthy relationships', 'abuse', 'relationship advice', 'katie hood', 'ted talk', 'signs of unhealthy love', 'boundaries', 'jealousy', 'volatility', 'negative behaviors', 'emotional health', 'self love']",high
6040606a-bf55-4dc9-b287-053797a8bb93," Water was streaming down from the volts. The floor was covered with bone wood. The altar was crushed. But the large golden truth was in the bad road. I have found the rooster that had crushed on the section of the roof. It escaped the destruction. At that moment, I made up my mind to fight for Notre Dame. 2,000 people were biasing themselves on this seat.  We had to invent, design and implement ways to stabilize the building. Master capital, glossworker, scaffolders, messes and rubaxes technicians work together well. The walls and the walls start to show the clear golden view of the stone again. An army or carpenters works on the new framework. They use the same materials, the same tools and the same gestures of order.  The spire was erect again, and the new golden rooster was placed on top to protect the cathedral. The inside of the cathedral was like it had been under a village, bright and soft yellow. The stained glass windows and the chapel were vivid again. The chandeliers were shining again. The sculpture had tried to place again.  Within the five years deadline, they gave not for them back to Paris, to France and to the world.","On April 15, 2019, the world watched as the infamous Notre-Dame went up in flames — and it took more than 2,000 hands to bring it back to life, says Philippe Villeneuve, chief architect of the cathedral’s restoration. In his TED Talk, he shares an insider look at the craftsmanship, devotion and innovation that went into reconstructing this famous Paris landmark — while staying true to its history.","The video features a speaker discussing the restoration of a cathedral, highlighting the challenges faced during the process. Scenes include the damaged interior of the cathedral, workers in safety gear, and the intricate details of the restoration efforts. The speaker reflects on the significance of the golden cross and the collaboration among various craftsmen. Visuals also showcase the cathedral's architecture and restored elements, emphasizing the beauty and historical importance of the site.","['notre-dame', 'cathedral restoration', 'paris', 'april 15 2019', 'fire', 'philippe villeneuve', 'chief architect', 'craftsmanship', '2,000 people', 'stabilize the building', 'scaffolding', 'carpenters', 'new framework', 'spire', 'golden rooster', 'golden cross', 'stained glass windows', 'chapel', 'chandeliers', 'workers in safety gear', 'ted talk']",high
63444a0d-2a29-4f86-ad38-debe61787131," People want stories. Strategies come and go. But stories are forever. And young people are storytellers. They are true tellers. Just think about how often we've been boxed in by false choices. You could be financially successful or you can pursue purpose. You can have well-being or you can have academic achievement. Your team tailor or your team Beyonce. Young people reject false choices. They lean into the power of end.  that breeds inclusivity, which unlocks possibility. I've been forced to confront just how trapped I've been by frameworks, assessments, personality tests that tell me the right way to lead. But young people have boundless ingenuity. I've seen young people drive positive change and results through everything from policy resolutions to poetry competitions. And that is motivated me to expand my own toolbox. And young people also remind me, day in and day out.  Leadership is a verb and it requires action.","Young people’s voices are powerful — and leaders today need to start listening to them, says youth empowerment advocate Mohan Sivaloganathan. In his TED Talk, he shares the powerful stories of young people using their vulnerability, ingenuity and emotional intelligence to make meaningful change and offers 4 lessons he learned from their example. “If we want to stand on the right side of history and fulfill our responsibilities as leaders, then we need to stand with and follow the model of leadership demonstrated by young people right now,” he says. Visit the link in @TED’s bio watch the full talk.","A speaker discusses the importance of storytelling, emphasizing that stories are timeless and that young people are natural storytellers. He contrasts financial success with pursuing passion, referencing cultural icons like Taylor Swift and Beyoncé to illustrate inclusivity. The speaker reflects on personal challenges and the need for diverse leadership approaches, advocating for a blend of policy and creativity in leadership.","['storytelling', 'young people', 'leadership', 'inclusivity', 'false choices', 'financial success', 'purpose', 'well-being', 'academic achievement', 'taylor swift', 'beyoncé', 'policy resolutions', 'poetry competitions', 'emotional intelligence', 'mohan sivaloganathan']",high
e38a79a0-05cf-44ea-b80f-49ee4a93f17f," I respect my dad's opinion a lot and then so oftentimes I won't call him for advice because I'm scared that I'm wrong that I'm wrong and because I respected so much that I know there's something inside that says He is right no matter what yeah, but I think the one of the widest things we can do is not listen to our elders too closely They have things to say but there's a great value in discovery  in doing the wrong thing and learning for yourself as opposed to learning what the wrong thing is and never trying the wrong thing. Yeah. I think a big moment for me was when I was buying my house and I was asking my dad for his feedback on everything and I was just, I need his approval. Like what do you think about this? I don't want to make the wrong decision. It hit me. Like my dad's never bought a house before. At that point, I was living an experience outside of his experience. Like I couldn't go to him.  as the person that could give me all of the advice. And he always has opinions. You know, he definitely wanted me to have, you know, he had recommendations for who should do my inspection and everything. But he'd never bought a house before. It was just interesting to be in this very surreal position of like, wow, I'm in a stage of life that my dad never was in. And you know, it's kind of like swimming without a life vest for the first time.  So I agree with you about kind of recognizing just because a person is older doesn't necessarily mean they have all of the answers.","Learning from others and their mistakes is valuable — but there’s also great value in learning for yourself. In this episode of TED Intersections, internet filmmaker Baron Ryan and family therapist Stephanie R. Yates-Anyabwile unpack our desire for approval, the fear of failure and learning how to prioritize our own needs. ","A conversation unfolds between two individuals, a man and a woman, seated in a minimalist setting. The man discusses the limitations of parental guidance, while the woman, a marriage and family therapist, reflects on her experiences and the importance of external perspectives. Their dialogue touches on themes of learning, personal growth, and the challenges of navigating life without adequate support, illustrated through their expressive gestures and thoughtful expressions.","['ted intersections', 'baron ryan', 'stephanie r. yates-anyabwile', 'family therapist', 'marriage and family therapist', 'parental guidance', 'elders advice', 'approval seeking', 'fear of failure', 'learning from mistakes', 'personal growth', 'buying a house', 'home inspection', 'minimalist studio', 'two-person interview']",high
d3ea395b-b718-4b82-a598-1c1853d2f039," Do you know someone who procrastinates? Yeah, maybe it's a friend, a coworker, family member, maybe it's somebody you see when you look in the mirror. But that's okay because everyone procrastinates at some point, right? So procrastination is not necessarily about avoiding a task. It's actually about avoiding the negative emotions that we associate with a task.  Numerous studies have shown that people tend to overestimate how bad they'll feel when they're in a challenging situation. And for some people, that faulty emotional forecasting can be a precursor to procrastination. The research shows that being forgiven and compassionate in response to procrastination is actually effective for reducing procrastination and boosting people's motivation to improve themselves and reach their goals.","Do you struggle with procrastination? While you might think the cause is poor time management, professor Fuschia Sirois says the real cause might be something deeper. In her TED Talk, she explores the science behind why some people delay getting started on or completing projects — plus some practical tips for overcoming it.","A health and psychology professor engages the audience by discussing procrastination. She poses questions about familiar experiences with procrastination, emphasizing that it affects everyone. The speaker explains that procrastination isn't solely about avoiding tasks, referencing studies on emotional forecasting. She highlights the importance of compassion and forgiveness in addressing procrastination and enhancing motivation. The setting is a TEDx talk, with a focus on personal connection and research findings.","['procrastination', 'emotional forecasting', 'negative emotions', 'compassion', 'forgiveness', 'motivation', 'studies', 'research', 'time management', 'ted talk', 'tedx talk', 'health psychology', 'professor fuschia sirois', 'newcastle']",high
85628f69-e085-4fb2-8974-4781f13796d2," Every child deserves a champion, an adult who will never give up on them, who understands the power of connection, and insists that they become the best that they can possibly be. So teachers become great actors and great actresses, and we come to work when we don't feel like it, and we listen to policy that doesn't make sense, and we teach anyway. We teach anyway, because that's what we do. Is this job tough, you betcha?  Oh God, you betcha. But it is not impossible. We can do this. We're educators. We're born to make a difference.","Educators make a lasting difference in the lives of their students. In this classic TED Talk, the late Rita Pierson reminds us of the value of human connection in the classroom. “Every child deserves a champion, an adult who will never give up on them … and insists that they become the best they can possibly be.” In honor of #TeacherAppreciationWeek, tell us about a teacher you will never forget:","A passionate educator speaks to an audience, emphasizing the importance of championing every child. She gestures expressively, sharing insights about the challenges teachers face and the commitment to teaching despite difficulties. The audience listens intently, reflecting engagement and emotion. The speaker's vibrant red attire contrasts with the setting, highlighting her dynamic presence as she advocates for connection and perseverance in education.","['educators', 'teachers', 'students', 'every child', 'champion', 'human connection', 'classroom', 'ted talk', 'rita pierson', 'teacher appreciation week', 'policy', 'make a difference', 'audience', 'public speaking', 'red outfit']",high
b0c3d6f8-fc36-43e4-8757-6be8331c6ed8," Embracing being a professional idiot often actually makes you the most valuable person in the room. I can tell you that this is one of my greatest strengths. I am comfortable sounding like a moron. I am great at sitting in rooms with brilliant people asking very dumb questions. But what that actually means is that I have become an extraordinary learner.  My favorite phrase is, sorry if this is a stupid question, but when you ask it that way, everybody wants to make you feel better. They're like, no, no, that's not a dumb question. And then they would love to teach you what they know. People love being teachers. It makes them feel smart. The other thing you discover is that most stupid questions aren't actually stupid.  So many people are afraid of sounding dumb that the world is littered with important questions that never got asked. Questions like, can you define that word for me? Why are we doing this? Why are we having this meeting?","If you’ve ever been afraid to ask a question at work, you’re not alone — and community builder Molly Graham has some practical advice. In her TED Talk, she explains how she became comfortable with being the person that asks what someone else might also be wondering — and how she turned these moments into opportunities for learning and growth. “So many people are afraid of sounding dumb that the world is littered with important questions that never got asked,” she says.","Molly Graham engages the audience with her talk, expressing her thoughts on teaching and learning. She shares personal insights, emphasizing the importance of asking questions and the value of educators. Her body language is animated, and she connects with the audience, who appear attentive and engaged. The atmosphere is lively, with a focus on community building and the significance of education.","['molly graham', 'ted talk', 'community builder', 'asking questions', 'stupid question', 'learning', 'teaching', 'workplace', 'meetings', 'audience', 'public speaking', 'sounding dumb']",high
